,year,state,party_win,winner_votes,state_total_votes,electoral_votes,votes_to_flip,national_winner,winner_state
333,2000,NORTH DAKOTA,REPUBLICAN,174852,288256,3.0,39785.0,R,True
334,2000,OHIO,REPUBLICAN,2350363,4701998,21.0,83369.0,R,True
335,2000,OKLAHOMA,REPUBLICAN,744337,1234229,8.0,135032.0,R,True
336,2000,OREGON,DEMOCRAT,720342,1533950,7.0,3384.0,R,False
337,2000,PENNSYLVANIA,DEMOCRAT,2485967,4912185,23.0,102421.0,R,False
338,2000,RHODE ISLAND,DEMOCRAT,249508,409112,4.0,59478.0,R,False
339,2000,SOUTH CAROLINA,REPUBLICAN,786892,1383902,8.0,110429.0,R,True
340,2000,SOUTH DAKOTA,REPUBLICAN,190700,316269,3.0,35949.0,R,True
341,2000,TENNESSEE,REPUBLICAN,1061949,2076181,11.0,40116.0,R,True
342,2000,TEXAS,REPUBLICAN,3799639,6407637,32.0,682948.0,R,True
343,2000,UTAH,REPUBLICAN,515096,770754,5.0,156023.0,R,True
344,2000,VERMONT,DEMOCRAT,149022,294308,3.0,14625.0,R,False
345,2000,VIRGINIA,REPUBLICAN,1437490,2739447,13.0,110101.0,R,True
346,2000,WASHINGTON,DEMOCRAT,1247652,2487433,11.0,69395.0,R,False
347,2000,WEST VIRGINIA,REPUBLICAN,336475,648124,5.0,20490.0,R,True
348,2000,WISCONSIN,DEMOCRAT,1242987,2598607,11.0,2855.0,R,False
349,2000,WYOMING,REPUBLICAN,147947,213726,3.0,43734.0,R,True
350,2004,ALABAMA,REPUBLICAN,1176394,1883415,9.0,241232.0,R,True
351,2004,ALASKA,REPUBLICAN,190889,312598,3.0,39933.0,R,True
352,2004,ARIZONA,REPUBLICAN,1104294,2012585,10.0,105386.0,R,True
353,2004,ARKANSAS,REPUBLICAN,572898,1054945,6.0,51474.0,R,True
354,2004,CALIFORNIA,DEMOCRAT,6745485,12421353,55.0,617831.0,R,False
355,2004,COLORADO,REPUBLICAN,1101255,2129630,9.0,49763.0,R,True
356,2004,CONNECTICUT,DEMOCRAT,857488,1578769,7.0,81832.0,R,False
357,2004,DELAWARE,DEMOCRAT,200152,375190,3.0,14247.0,R,False
358,2004,FLORIDA,REPUBLICAN,3964522,7609810,27.0,190490.0,R,True
359,2004,GEORGIA,REPUBLICAN,1914254,3301875,15.0,274054.0,R,True
360,2004,HAWAII,DEMOCRAT,231708,429013,4.0,18760.0,R,False
361,2004,IDAHO,REPUBLICAN,409235,598376,4.0,114070.0,R,True
362,2004,ILLINOIS,DEMOCRAT,2891550,5274322,21.0,272803.0,R,False
363,2004,INDIANA,REPUBLICAN,1479438,2468002,11.0,255215.0,R,True
364,2004,IOWA,REPUBLICAN,751957,1506908,7.0,5031.0,R,True
365,2004,KANSAS,REPUBLICAN,736456,1187756,6.0,150733.0,R,True
366,2004,KENTUCKY,REPUBLICAN,1069439,1795882,8.0,178354.0,R,True
367,2004,LOUISIANA,REPUBLICAN,1102169,1943106,9.0,140936.0,R,True
368,2004,MAINE,DEMOCRAT,396842,740752,4.0,33322.0,R,False
369,2004,MARYLAND,DEMOCRAT,1334493,2384238,10.0,154896.0,R,False
370,2004,MASSACHUSETTS,DEMOCRAT,1803800,2927455,12.0,366347.0,R,False
371,2004,MICHIGAN,DEMOCRAT,2479183,4839252,17.0,82720.0,R,False
372,2004,MINNESOTA,DEMOCRAT,1445014,2828387,10.0,49161.0,R,False
373,2004,MISSISSIPPI,REPUBLICAN,672660,1139824,6.0,107448.0,R,True
374,2004,MISSOURI,REPUBLICAN,1455713,2731364,11.0,98272.0,R,True
375,2004,MONTANA,REPUBLICAN,266063,450434,3.0,46178.0,R,True
376,2004,NEBRASKA,REPUBLICAN,512814,778186,5.0,129244.0,R,True
377,2004,NEVADA,REPUBLICAN,418690,829587,5.0,10751.0,R,True
378,2004,NEW HAMPSHIRE,DEMOCRAT,340511,678287,4.0,4638.0,R,False
379,2004,NEW JERSEY,DEMOCRAT,1911430,3611691,15.0,120715.0,R,False
380,2004,NEW MEXICO,REPUBLICAN,376930,756304,5.0,2995.0,R,True
381,2004,NEW YORK,DEMOCRAT,4180755,7448266,31.0,686882.0,R,False
382,2004,NORTH CAROLINA,REPUBLICAN,1961166,3501007,15.0,217660.0,R,True
383,2004,NORTH DAKOTA,REPUBLICAN,196651,312833,3.0,42801.0,R,True
384,2004,OHIO,REPUBLICAN,2859764,5627903,20.0,59301.0,R,True
385,2004,OKLAHOMA,REPUBLICAN,959792,1463758,7.0,227914.0,R,True
386,2004,OREGON,DEMOCRAT,943163,1836782,7.0,38167.0,R,False
387,2004,PENNSYLVANIA,DEMOCRAT,2938095,5769590,21.0,72125.0,R,False
388,2004,RHODE ISLAND,DEMOCRAT,259760,437134,4.0,45358.0,R,False
389,2004,SOUTH CAROLINA,REPUBLICAN,937974,1617700,8.0,138154.0,R,True
390,2004,SOUTH DAKOTA,REPUBLICAN,232584,388215,3.0,41671.0,R,True
391,2004,TENNESSEE,REPUBLICAN,1384375,2437319,11.0,173950.0,R,True
392,2004,TEXAS,REPUBLICAN,4526917,7410749,34.0,847108.0,R,True
393,2004,UTAH,REPUBLICAN,663742,927844,5.0,211273.0,R,True
394,2004,VERMONT,DEMOCRAT,184067,312309,3.0,31445.0,R,False
395,2004,VIRGINIA,REPUBLICAN,1716959,3195415,13.0,131110.0,R,True
396,2004,WASHINGTON,DEMOCRAT,1510201,2859084,11.0,102655.0,R,False
397,2004,WEST VIRGINIA,REPUBLICAN,423778,755792,5.0,48620.0,R,True
398,2004,WISCONSIN,DEMOCRAT,1489504,2997007,10.0,5693.0,R,False
399,2004,WYOMING,REPUBLICAN,167629,243861,3.0,48428.0,R,True
400,2008,ALABAMA,REPUBLICAN,1266546,2099819,9.0,226535.0,D,False
401,2008,ALASKA,REPUBLICAN,193841,326197,3.0,35125.0,D,False
402,2008,ARIZONA,REPUBLICAN,1230111,2293475,10.0,97703.0,D,False
403,2008,ARKANSAS,REPUBLICAN,638017,1086617,6.0,107855.0,D,False
404,2008,CALIFORNIA,DEMOCRAT,8274473,13561900,55.0,1631347.0,D,True
405,2008,COLORADO,DEMOCRAT,1288576,2401361,9.0,107495.0,D,True
406,2008,CONNECTICUT,DEMOCRAT,997772,1646792,7.0,184173.0,D,True
407,2008,DELAWARE,DEMOCRAT,255459,412412,3.0,51544.0,D,True
408,2008,FLORIDA,DEMOCRAT,4282074,8390744,27.0,118226.0,D,True
409,2008,GEORGIA,REPUBLICAN,2048759,3924486,15.0,102319.0,D,False
410,2008,HAWAII,DEMOCRAT,325871,456064,4.0,102654.0,D,True
411,2008,IDAHO,REPUBLICAN,403012,655122,4.0,83287.0,D,False
412,2008,ILLINOIS,DEMOCRAT,3419348,5522371,21.0,694086.0,D,True
413,2008,INDIANA,DEMOCRAT,1374039,2751054,11.0,14197.0,D,True
414,2008,IOWA,DEMOCRAT,828940,1537123,7.0,73282.0,D,True
415,2008,KANSAS,REPUBLICAN,699655,1235872,6.0,92446.0,D,False
416,2008,KENTUCKY,REPUBLICAN,1048462,1826620,8.0,148240.0,D,False
417,2008,LOUISIANA,REPUBLICAN,1148275,1960761,9.0,182644.0,D,False
418,2008,MAINE,DEMOCRAT,421923,731163,4.0,63326.0,D,True
419,2008,MARYLAND,DEMOCRAT,1629467,2631596,10.0,334804.0,D,True
420,2008,MASSACHUSETTS,DEMOCRAT,1904097,3102995,12.0,397623.0,D,True
421,2008,MICHIGAN,DEMOCRAT,2872579,5001596,17.0,411971.0,D,True
422,2008,MINNESOTA,DEMOCRAT,1573354,2910369,10.0,148974.0,D,True
423,2008,MISSISSIPPI,REPUBLICAN,724597,1289865,6.0,84969.0,D,False
424,2008,MISSOURI,REPUBLICAN,1445814,2925205,11.0,1953.0,D,False
425,2008,MONTANA,REPUBLICAN,242763,490109,3.0,5549.0,D,False
426,2008,NEBRASKA,REPUBLICAN,452979,801281,5.0,59831.0,D,False
427,2008,NEVADA,DEMOCRAT,533736,967848,5.0,60456.0,D,True
428,2008,NEW HAMPSHIRE,DEMOCRAT,384826,710970,4.0,34147.0,D,True
429,2008,NEW JERSEY,DEMOCRAT,2215422,3868237,15.0,301109.0,D,True
430,2008,NEW MEXICO,DEMOCRAT,472422,830158,5.0,62796.0,D,True
431,2008,NEW YORK,DEMOCRAT,4645332,7722019,31.0,1113506.0,D,True
432,2008,NORTH CAROLINA,DEMOCRAT,2142651,4310851,15.0,7090.0,D,True
433,2008,NORTH DAKOTA,REPUBLICAN,168601,316621,3.0,13663.0,D,False
434,2008,OHIO,DEMOCRAT,2940044,5708350,20.0,131113.0,D,True
435,2008,OKLAHOMA,REPUBLICAN,960165,1462661,7.0,228836.0,D,False
436,2008,OREGON,DEMOCRAT,1037291,1827864,7.0,149409.0,D,True
437,2008,PENNSYLVANIA,DEMOCRAT,3276363,6013272,21.0,310240.0,D,True
438,2008,RHODE ISLAND,DEMOCRAT,296571,471766,4.0,65591.0,D,True
439,2008,SOUTH CAROLINA,REPUBLICAN,1034896,1920969,8.0,86225.0,D,False
440,2008,SOUTH DAKOTA,REPUBLICAN,203054,381975,3.0,16066.0,D,False
441,2008,TENNESSEE,REPUBLICAN,1479178,2599749,11.0,195872.0,D,False
442,2008,TEXAS,REPUBLICAN,4479328,8077795,34.0,475349.0,D,False
443,2008,UTAH,REPUBLICAN,596030,952370,5.0,134181.0,D,False
444,2008,VERMONT,DEMOCRAT,219262,325046,3.0,60145.0,D,True
445,2008,VIRGINIA,DEMOCRAT,1959532,3723260,13.0,117265.0,D,True
446,2008,WASHINGTON,DEMOCRAT,1750848,3036878,11.0,260817.0,D,True
447,2008,WEST VIRGINIA,REPUBLICAN,397466,713451,5.0,46806.0,D,False
448,2008,WISCONSIN,DEMOCRAT,1677211,2983417,10.0,207410.0,D,True
449,2008,WYOMING,REPUBLICAN,164958,254904,3.0,41046.0,D,False
450,2012,ALABAMA,REPUBLICAN,1255925,2074338,9.0,230116.0,D,False
451,2012,ALASKA,REPUBLICAN,164676,300495,3.0,21019.0,D,False
452,2012,ARIZONA,REPUBLICAN,1233654,2299254,11.0,104212.0,D,False
453,2012,ARKANSAS,REPUBLICAN,647744,1069468,6.0,126669.0,D,False
454,2012,CALIFORNIA,DEMOCRAT,7854285,13038547,55.0,1507165.0,D,True
455,2012,COLORADO,DEMOCRAT,1323101,2569516,9.0,68930.0,D,True
456,2012,CONNECTICUT,DEMOCRAT,905083,1558204,7.0,135097.0,D,True
457,2012,DELAWARE,DEMOCRAT,242584,413890,3.0,38551.0,D,True
458,2012,FLORIDA,DEMOCRAT,4237756,8474179,29.0,37156.0,D,True
459,2012,GEORGIA,REPUBLICAN,2078688,3897839,16.0,152432.0,D,False
460,2012,HAWAII,DEMOCRAT,306658,437159,4.0,92823.0,D,True
461,2012,IDAHO,REPUBLICAN,420911,652274,4.0,104063.0,D,False
462,2012,ILLINOIS,DEMOCRAT,3019512,5242014,20.0,442149.0,D,True
463,2012,INDIANA,REPUBLICAN,1420543,2624534,11.0,133829.0,D,False
464,2012,IOWA,DEMOCRAT,822544,1582180,6.0,45965.0,D,True
465,2012,KANSAS,REPUBLICAN,692634,1159971,6.0,125955.0,D,False
466,2012,KENTUCKY,REPUBLICAN,1087190,1797212,8.0,203911.0,D,False
467,2012,LOUISIANA,REPUBLICAN,1152262,1994065,8.0,171562.0,D,False
468,2012,MAINE,DEMOCRAT,401306,724758,4.0,54516.0,D,True
469,2012,MARYLAND,DEMOCRAT,1677844,2707327,10.0,352989.0,D,True
470,2012,MASSACHUSETTS,DEMOCRAT,1921290,3184196,11.0,366489.0,D,True
471,2012,MICHIGAN,DEMOCRAT,2564569,4730961,16.0,224658.0,D,True
472,2012,MINNESOTA,DEMOCRAT,1546167,2936561,10.0,112972.0,D,True
473,2012,MISSISSIPPI,REPUBLICAN,710746,1285584,6.0,73900.0,D,False
474,2012,MISSOURI,REPUBLICAN,1482440,2757323,10.0,129323.0,D,False
475,2012,MONTANA,REPUBLICAN,267928,484048,3.0,33046.0,D,False
476,2012,NEBRASKA,REPUBLICAN,475064,794379,5.0,86493.0,D,False
477,2012,NEVADA,DEMOCRAT,531373,1014918,6.0,33904.0,D,True
478,2012,NEW HAMPSHIRE,DEMOCRAT,369561,710972,4.0,19823.0,D,True
479,2012,NEW JERSEY,DEMOCRAT,2122786,3638499,14.0,322350.0,D,True
480,2012,NEW MEXICO,DEMOCRAT,415335,783758,5.0,39775.0,D,True
481,2012,NEW YORK,DEMOCRAT,4324228,7116784,29.0,1050417.0,D,True
482,2012,NORTH CAROLINA,REPUBLICAN,2270395,4505372,15.0,46003.0,D,False
483,2012,NORTH DAKOTA,REPUBLICAN,188320,322932,3.0,31678.0,D,False
484,2012,OHIO,DEMOCRAT,2827621,5580822,18.0,83108.0,D,True
485,2012,OKLAHOMA,REPUBLICAN,891325,1334872,7.0,223890.0,D,False
486,2012,OREGON,DEMOCRAT,970488,1789270,7.0,108158.0,D,True
487,2012,PENNSYLVANIA,DEMOCRAT,2990274,5742040,20.0,154921.0,D,True
488,2012,RHODE ISLAND,DEMOCRAT,279677,446049,4.0,61238.0,D,True
489,2012,SOUTH CAROLINA,REPUBLICAN,1071645,1964118,9.0,102853.0,D,False
490,2012,SOUTH DAKOTA,REPUBLICAN,210610,363815,3.0,32787.0,D,False
491,2012,TENNESSEE,REPUBLICAN,1462330,2458577,11.0,250812.0,D,False
492,2012,TEXAS,REPUBLICAN,4569843,7993851,38.0,630861.0,D,False
493,2012,UTAH,REPUBLICAN,740600,1017440,6.0,244395.0,D,False
494,2012,VERMONT,DEMOCRAT,199239,299290,3.0,53272.0,D,True
495,2012,VIRGINIA,DEMOCRAT,1971820,3854489,13.0,74650.0,D,True
496,2012,WASHINGTON,DEMOCRAT,1755396,3125516,12.0,232364.0,D,True
497,2012,WEST VIRGINIA,REPUBLICAN,417655,670438,5.0,89694.0,D,False
498,2012,WISCONSIN,DEMOCRAT,1620985,3071434,10.0,105011.0,D,True
499,2012,WYOMING,REPUBLICAN,170962,250701,3.0,50839.0,D,False
500,2016,ALABAMA,REPUBLICAN,1318255,2123372,9.0,294355.0,R,True
501,2016,ALASKA,REPUBLICAN,163387,318608,3.0,23468.0,R,True
502,2016,ARIZONA,REPUBLICAN,1252401,2573165,11.0,45618.0,R,True
503,2016,ARKANSAS,REPUBLICAN,684872,1130635,6.0,152190.0,R,True
504,2016,CALIFORNIA,DEMOCRAT,8753788,14181595,55.0,2134990.0,R,False
505,2016,COLORADO,DEMOCRAT,1338870,2780220,9.0,68194.0,R,False
506,2016,CONNECTICUT,DEMOCRAT,897572,1644920,7.0,112180.0,R,False
507,2016,DELAWARE,DEMOCRAT,235603,441590,3.0,25239.0,R,False
508,2016,FLORIDA,REPUBLICAN,4617886,9420039,29.0,56457.0,R,True
509,2016,GEORGIA,REPUBLICAN,2089104,4114732,16.0,105572.0,R,True
510,2016,HAWAII,DEMOCRAT,266891,437664,4.0,69023.0,R,False
511,2016,IDAHO,REPUBLICAN,409055,690255,4.0,109646.0,R,True
512,2016,ILLINOIS,DEMOCRAT,3090729,5536424,20.0,472358.0,R,False
513,2016,INDIANA,REPUBLICAN,1557286,2734958,11.0,262081.0,R,True
514,2016,IOWA,REPUBLICAN,800983,1565580,6.0,73658.0,R,True
515,2016,KANSAS,REPUBLICAN,671018,1184402,6.0,122008.0,R,True
516,2016,KENTUCKY,REPUBLICAN,1202971,1924149,8.0,287060.0,R,True
517,2016,LOUISIANA,REPUBLICAN,1178638,2029032,8.0,199243.0,R,True
518,2016,MAINE,DEMOCRAT,357735,771892,4.0,11072.0,R,False
519,2016,MARYLAND,DEMOCRAT,1677928,2781446,10.0,367381.0,R,False
520,2016,MASSACHUSETTS,DEMOCRAT,1995196,3378821,11.0,452153.0,R,False
521,2016,MICHIGAN,REPUBLICAN,2279543,4799284,16.0,5353.0,R,True
522,2016,MINNESOTA,DEMOCRAT,1367705,2944782,10.0,22379.0,R,False
523,2016,MISSISSIPPI,REPUBLICAN,700714,1209357,6.0,107793.0,R,True
524,2016,MISSOURI,REPUBLICAN,1594511,2808605,10.0,261723.0,R,True
525,2016,MONTANA,REPUBLICAN,279240,494526,3.0,50767.0,R,True
526,2016,NEBRASKA,REPUBLICAN,495961,844227,5.0,105735.0,R,True
527,2016,NEVADA,DEMOCRAT,539260,1125385,6.0,13602.0,R,False
528,2016,NEW HAMPSHIRE,DEMOCRAT,348526,744296,4.0,1369.0,R,False
529,2016,NEW JERSEY,DEMOCRAT,2148278,3874046,14.0,273174.0,R,False
530,2016,NEW MEXICO,DEMOCRAT,385234,798319,5.0,32785.0,R,False
531,2016,NEW YORK,DEMOCRAT,4379789,7802084,29.0,926325.0,R,False
532,2016,NORTH CAROLINA,REPUBLICAN,2362631,4741564,15.0,86659.0,R,True
533,2016,NORTH DAKOTA,REPUBLICAN,216794,344360,3.0,61519.0,R,True
534,2016,OHIO,REPUBLICAN,2841005,5496487,18.0,223422.0,R,True
535,2016,OKLAHOMA,REPUBLICAN,949136,1452992,7.0,264382.0,R,True
536,2016,OREGON,DEMOCRAT,1002106,2001336,7.0,109853.0,R,False
537,2016,PENNSYLVANIA,REPUBLICAN,2970733,6115402,20.0,22147.0,R,True
538,2016,RHODE ISLAND,DEMOCRAT,252525,464144,4.0,35992.0,R,False
539,2016,SOUTH CAROLINA,REPUBLICAN,1155389,2103027,9.0,150009.0,R,True
540,2016,SOUTH DAKOTA,REPUBLICAN,227721,370093,3.0,55133.0,R,True
541,2016,TENNESSEE,REPUBLICAN,1522925,2508027,11.0,326116.0,R,True
542,2016,TEXAS,REPUBLICAN,4685047,8969226,38.0,403591.0,R,True
543,2016,UTAH,REPUBLICAN,515211,1131317,6.0,102270.0,R,True
544,2016,VERMONT,DEMOCRAT,178573,320467,3.0,41603.0,R,False
545,2016,VIRGINIA,DEMOCRAT,1981473,3982752,13.0,106016.0,R,False
546,2016,WASHINGTON,DEMOCRAT,1742718,3317019,12.0,260487.0,R,False
547,2016,WEST VIRGINIA,REPUBLICAN,489371,713051,5.0,150290.0,R,True
548,2016,WISCONSIN,REPUBLICAN,1405284,2976150,10.0,11375.0,R,True
549,2016,WYOMING,REPUBLICAN,174419,258788,3.0,59224.0,R,True
550,2020,ALABAMA,REPUBLICAN,1441170,2323282,9.0,295774.0,D,False
551,2020,ALASKA,REPUBLICAN,189951,359530,3.0,18088.0,D,False
552,2020,ARIZONA,DEMOCRAT,1672143,3387326,11.0,5230.0,D,True
553,2020,ARKANSAS,REPUBLICAN,760647,1219069,6.0,168359.0,D,False
554,2020,CALIFORNIA,DEMOCRAT,11110250,17500881,55.0,2551912.0,D,True
555,2020,COLORADO,DEMOCRAT,1804352,3279980,9.0,219874.0,D,True
556,2020,CONNECTICUT,DEMOCRAT,1080831,1823857,7.0,183058.0,D,True
557,2020,DELAWARE,DEMOCRAT,296268,504346,3.0,47834.0,D,True
558,2020,FLORIDA,REPUBLICAN,5668731,11067456,29.0,185844.0,D,False
559,2020,GEORGIA,DEMOCRAT,2473633,4999960,16.0,5891.0,D,True
560,2020,HAWAII,DEMOCRAT,366130,579784,4.0,84634.0,D,True
561,2020,IDAHO,REPUBLICAN,554119,868014,4.0,133550.0,D,False
562,2020,ILLINOIS,DEMOCRAT,3471915,6033743,20.0,512513.0,D,True
563,2020,INDIANA,REPUBLICAN,1729519,3033118,11.0,243553.0,D,False
564,2020,IOWA,REPUBLICAN,897672,1700130,6.0,69307.0,D,False
565,2020,KANSAS,REPUBLICAN,771406,1372303,6.0,100543.0,D,False
566,2020,KENTUCKY,REPUBLICAN,1326646,2136768,8.0,277087.0,D,False
567,2020,LOUISIANA,REPUBLICAN,1255776,2148062,8.0,199872.0,D,False
568,2020,MAINE,DEMOCRAT,435072,828305,4.0,37169.0,D,True
569,2020,MARYLAND,DEMOCRAT,1985023,3037030,10.0,504306.0,D,True
570,2020,MASSACHUSETTS,DEMOCRAT,2382202,3658005,11.0,607501.0,D,True
571,2020,MICHIGAN,DEMOCRAT,2804040,5539302,16.0,77095.0,D,True
572,2020,MINNESOTA,DEMOCRAT,1717077,3277171,10.0,116507.0,D,True
573,2020,MISSISSIPPI,REPUBLICAN,756764,1313759,6.0,108684.0,D,False
574,2020,MISSOURI,REPUBLICAN,1718736,3025962,10.0,232862.0,D,False
575,2020,MONTANA,REPUBLICAN,343602,603674,3.0,49409.0,D,False
576,2020,NEBRASKA,REPUBLICAN,556846,956383,5.0,91133.0,D,False
577,2020,NEVADA,DEMOCRAT,703486,1405376,6.0,16799.0,D,True
578,2020,NEW HAMPSHIRE,DEMOCRAT,424921,806182,4.0,29635.0,D,True
579,2020,NEW JERSEY,DEMOCRAT,2608335,4549353,14.0,362532.0,D,True
580,2020,NEW MEXICO,DEMOCRAT,501614,923965,5.0,49861.0,D,True
581,2020,NEW YORK,DEMOCRAT,5230985,8661735,29.0,993095.0,D,True
582,2020,NORTH CAROLINA,REPUBLICAN,2758773,5524802,15.0,37242.0,D,False
583,2020,NORTH DAKOTA,REPUBLICAN,235595,361819,3.0,60348.0,D,False
584,2020,OHIO,REPUBLICAN,3154834,5922202,18.0,237836.0,D,False
585,2020,OKLAHOMA,REPUBLICAN,1020280,1560699,7.0,258196.0,D,False
586,2020,OREGON,DEMOCRAT,1340383,2374321,7.0,190969.0,D,True
587,2020,PENNSYLVANIA,DEMOCRAT,3458229,6915283,20.0,40279.0,D,True
588,2020,RHODE ISLAND,DEMOCRAT,307486,516990,4.0,53783.0,D,True
589,2020,SOUTH CAROLINA,REPUBLICAN,1385103,2514096,9.0,146782.0,D,False
590,2020,SOUTH DAKOTA,REPUBLICAN,261043,422609,3.0,55287.0,D,False
591,2020,TENNESSEE,REPUBLICAN,1852475,3053851,11.0,354383.0,D,False
592,2020,TEXAS,REPUBLICAN,5890347,11315056,38.0,315612.0,D,False
593,2020,UTAH,REPUBLICAN,865140,1488289,6.0,152430.0,D,False
594,2020,VERMONT,DEMOCRAT,242820,370968,3.0,65059.0,D,True
595,2020,VIRGINIA,DEMOCRAT,2413568,4460524,13.0,225570.0,D,True
596,2020,WASHINGTON,DEMOCRAT,2369612,4087631,12.0,392482.0,D,True
597,2020,WEST VIRGINIA,REPUBLICAN,545382,794652,5.0,154700.0,D,False
598,2020,WISCONSIN,DEMOCRAT,1630866,3298041,10.0,10342.0,D,True
599,2020,WYOMING,REPUBLICAN,193559,278503,3.0,60035.0,D,False
